sample_id,brand,panel,thickness_um,thickness_mils,oem_range_um,label
V0068-bumper_front,Volkswagen,bumper_front,132.6,5.22,100-130,factory_normal
V0068-bumper_rear,Volkswagen,bumper_rear,122.5,4.82,100-130,factory_normal
V0068-door_jamb_left,Volkswagen,door_jamb_left,120.5,4.74,100-130,factory_normal
V0068-door_jamb_right,Volkswagen,door_jamb_right,252.0,9.92,100-130,repair_or_filler
V0069-hood,Volkswagen,hood,109.6,4.31,100-130,factory_normal
V0069-roof,Volkswagen,roof,98.4,3.87,100-130,factory_normal
V0069-trunk,Volkswagen,trunk,106.9,4.21,100-130,factory_normal
V0069-door_front_left,Volkswagen,door_front_left,106.1,4.18,100-130,factory_normal
V0069-door_front_right,Volkswagen,door_front_right,102.2,4.02,100-130,factory_normal
V0069-door_rear_left,Volkswagen,door_rear_left,105.1,4.14,100-130,factory_normal
V0069-door_rear_right,Volkswagen,door_rear_right,102.1,4.02,100-130,factory_normal
V0069-fender_left,Volkswagen,fender_left,99.9,3.93,100-130,factory_normal
V0069-fender_right,Volkswagen,fender_right,103.5,4.07,100-130,factory_normal
V0069-quarter_left,Volkswagen,quarter_left,99.7,3.93,100-130,factory_normal
V0069-quarter_right,Volkswagen,quarter_right,106.9,4.21,100-130,factory_normal
V0069-bumper_front,Volkswagen,bumper_front,120.8,4.76,100-130,factory_normal
V0069-bumper_rear,Volkswagen,bumper_rear,120.1,4.73,100-130,factory_normal
V0069-door_jamb_left,Volkswagen,door_jamb_left,104.6,4.12,100-130,factory_normal
V0069-door_jamb_right,Volkswagen,door_jamb_right,106.8,4.2,100-130,factory_normal
V0070-hood,Volkswagen,hood,107.0,4.21,100-130,factory_normal
V0070-roof,Volkswagen,roof,117.2,4.61,100-130,factory_normal
V0070-trunk,Volkswagen,trunk,107.9,4.25,100-130,factory_normal
V0070-door_front_left,Volkswagen,door_front_left,107.6,4.24,100-130,factory_normal
V0070-door_front_right,Volkswagen,door_front_right,110.0,4.33,100-130,factory_normal
V0070-door_rear_left,Volkswagen,door_rear_left,111.7,4.4,100-130,factory_normal
V0070-door_rear_right,Volkswagen,door_rear_right,97.2,3.83,100-130,factory_normal
V0070-fender_left,Volkswagen,fender_left,98.8,3.89,100-130,factory_normal
V0070-fender_right,Volkswagen,fender_right,108.3,4.26,100-130,factory_normal
V0070-quarter_left,Volkswagen,quarter_left,103.7,4.08,100-130,factory_normal
V0070-quarter_right,Volkswagen,quarter_right,113.8,4.48,100-130,factory_normal
V0070-bumper_front,Volkswagen,bumper_front,111.8,4.4,100-130,factory_normal
V0070-bumper_rear,Volkswagen,bumper_rear,101.3,3.99,100-130,factory_normal
V0070-door_jamb_left,Volkswagen,door_jamb_left,110.5,4.35,100-130,factory_normal
V0070-door_jamb_right,Volkswagen,door_jamb_right,110.8,4.36,100-130,factory_normal
V0071-hood,Volkswagen,hood,89.8,3.54,100-130,thin_caution
V0071-roof,Volkswagen,roof,103.6,4.08,100-130,factory_normal
V0071-trunk,Volkswagen,trunk,103.3,4.07,100-130,factory_normal
V0071-door_front_left,Volkswagen,door_front_left,102.0,4.02,100-130,factory_normal
V0071-door_front_right,Volkswagen,door_front_right,105.4,4.15,100-130,factory_normal
V0071-door_rear_left,Volkswagen,door_rear_left,94.7,3.73,100-130,factory_normal
V0071-door_rear_right,Volkswagen,door_rear_right,110.5,4.35,100-130,factory_normal
V0071-fender_left,Volkswagen,fender_left,95.7,3.77,100-130,factory_normal
V0071-fender_right,Volkswagen,fender_right,104.2,4.1,100-130,factory_normal
V0071-quarter_left,Volkswagen,quarter_left,92.0,3.62,100-130,factory_normal
V0071-quarter_right,Volkswagen,quarter_right,95.8,3.77,100-130,factory_normal
V0071-bumper_front,Volkswagen,bumper_front,129.7,5.11,100-130,factory_normal
V0071-bumper_rear,Volkswagen,bumper_rear,104.8,4.13,100-130,factory_normal
V0071-door_jamb_left,Volkswagen,door_jamb_left,95.1,3.74,100-130,factory_normal
V0071-door_jamb_right,Volkswagen,door_jamb_right,98.1,3.86,100-130,factory_normal
V0072-hood,Volkswagen,hood,110.9,4.37,100-130,factory_normal
V0072-roof,Volkswagen,roof,101.1,3.98,100-130,factory_normal
V0072-trunk,Volkswagen,trunk,105.3,4.15,100-130,factory_normal
V0072-door_front_left,Volkswagen,door_front_left,106.0,4.17,100-130,factory_normal
V0072-door_front_right,Volkswagen,door_front_right,107.1,4.22,100-130,factory_normal
V0072-door_rear_left,Volkswagen,door_rear_left,102.0,4.02,100-130,factory_normal
V0072-door_rear_right,Volkswagen,door_rear_right,105.7,4.16,100-130,factory_normal
V0072-fender_left,Volkswagen,fender_left,105.2,4.14,100-130,factory_normal
V0072-fender_right,Volkswagen,fender_right,112.7,4.44,100-130,factory_normal
V0072-quarter_left,Volkswagen,quarter_left,112.9,4.44,100-130,factory_normal
V0072-quarter_right,Volkswagen,quarter_right,108.2,4.26,100-130,factory_normal
V0072-bumper_front,Volkswagen,bumper_front,108.6,4.28,100-130,factory_normal
V0072-bumper_rear,Volkswagen,bumper_rear,106.0,4.17,100-130,factory_normal
V0072-door_jamb_left,Volkswagen,door_jamb_left,109.4,4.31,100-130,factory_normal
V0072-door_jamb_right,Volkswagen,door_jamb_right,111.1,4.37,100-130,factory_normal
V0073-hood,Volkswagen,hood,113.1,4.45,100-130,factory_normal
V0073-roof,Volkswagen,roof,111.9,4.41,100-130,factory_normal
V0073-trunk,Volkswagen,trunk,114.7,4.52,100-130,factory_normal
V0073-door_front_left,Volkswagen,door_front_left,112.9,4.44,100-130,factory_normal
V0073-door_front_right,Volkswagen,door_front_right,105.7,4.16,100-130,factory_normal
V0073-door_rear_left,Volkswagen,door_rear_left,106.7,4.2,100-130,factory_normal
V0073-door_rear_right,Volkswagen,door_rear_right,113.1,4.45,100-130,factory_normal
V0073-fender_left,Volkswagen,fender_left,118.1,4.65,100-130,factory_normal
V0073-fender_right,Volkswagen,fender_right,101.9,4.01,100-130,factory_normal
V0073-quarter_left,Volkswagen,quarter_left,114.7,4.52,100-130,factory_normal
V0073-quarter_right,Volkswagen,quarter_right,118.9,4.68,100-130,factory_normal
V0073-bumper_front,Volkswagen,bumper_front,96.8,3.81,100-130,factory_normal
V0073-bumper_rear,Volkswagen,bumper_rear,133.2,5.24,100-130,factory_normal
V0073-door_jamb_left,Volkswagen,door_jamb_left,110.0,4.33,100-130,factory_normal
V0073-door_jamb_right,Volkswagen,door_jamb_right,111.6,4.39,100-130,factory_normal
V0074-hood,Volkswagen,hood,107.3,4.22,100-130,factory_normal
V0074-roof,Volkswagen,roof,113.5,4.47,100-130,factory_normal
V0074-trunk,Volkswagen,trunk,110.7,4.36,100-130,factory_normal
V0074-door_front_left,Volkswagen,door_front_left,116.3,4.58,100-130,factory_normal
V0074-door_front_right,Volkswagen,door_front_right,116.6,4.59,100-130,factory_normal
V0074-door_rear_left,Volkswagen,door_rear_left,116.0,4.57,100-130,factory_normal
V0074-door_rear_right,Volkswagen,door_rear_right,115.6,4.55,100-130,factory_normal
V0074-fender_left,Volkswagen,fender_left,122.3,4.81,100-130,factory_normal
V0074-fender_right,Volkswagen,fender_right,109.0,4.29,100-130,factory_normal
V0074-quarter_left,Volkswagen,quarter_left,114.1,4.49,100-130,factory_normal
V0074-quarter_right,Volkswagen,quarter_right,120.0,4.72,100-130,factory_normal
V0074-bumper_front,Volkswagen,bumper_front,130.7,5.15,100-130,factory_normal
V0074-bumper_rear,Volkswagen,bumper_rear,113.1,4.45,100-130,factory_normal
V0074-door_jamb_left,Volkswagen,door_jamb_left,113.2,4.46,100-130,factory_normal
V0074-door_jamb_right,Volkswagen,door_jamb_right,115.2,4.54,100-130,factory_normal
V0075-hood,Volkswagen,hood,108.0,4.25,100-130,factory_normal
V0075-roof,Volkswagen,roof,108.6,4.28,100-130,factory_normal
V0075-trunk,Volkswagen,trunk,104.8,4.13,100-130,factory_normal
V0075-door_front_left,Volkswagen,door_front_left,110.9,4.37,100-130,factory_normal
V0075-door_front_right,Volkswagen,door_front_right,122.8,4.83,100-130,factory_normal
V0075-door_rear_left,Volkswagen,door_rear_left,99.3,3.91,100-130,factory_normal
V0075-door_rear_right,Volkswagen,door_rear_right,109.8,4.32,100-130,factory_normal
V0075-fender_left,Volkswagen,fender_left,104.4,4.11,100-130,factory_normal
V0075-fender_right,Volkswagen,fender_right,111.1,4.37,100-130,factory_normal
V0075-quarter_left,Volkswagen,quarter_left,108.5,4.27,100-130,factory_normal
V0075-quarter_right,Volkswagen,quarter_right,112.0,4.41,100-130,factory_normal
V0075-bumper_front,Volkswagen,bumper_front,125.9,4.96,100-130,factory_normal
V0075-bumper_rear,Volkswagen,bumper_rear,128.0,5.04,100-130,factory_normal
V0075-door_jamb_left,Volkswagen,door_jamb_left,104.6,4.12,100-130,factory_normal
V0075-door_jamb_right,Volkswagen,door_jamb_right,105.7,4.16,100-130,factory_normal
V0076-hood,Volkswagen,hood,122.7,4.83,100-130,factory_normal
V0076-roof,Volkswagen,roof,124.2,4.89,100-130,factory_normal
V0076-trunk,Volkswagen,trunk,128.2,5.05,100-130,factory_normal
V0076-door_front_left,Volkswagen,door_front_left,114.0,4.49,100-130,factory_normal
V0076-door_front_right,Volkswagen,door_front_right,127.7,5.03,100-130,factory_normal
V0076-door_rear_left,Volkswagen,door_rear_left,122.8,4.83,100-130,factory_normal
V0076-door_rear_right,Volkswagen,door_rear_right,121.8,4.8,100-130,factory_normal
V0076-fender_left,Volkswagen,fender_left,115.4,4.54,100-130,factory_normal
V0076-fender_right,Volkswagen,fender_right,125.3,4.93,100-130,factory_normal
V0076-quarter_left,Volkswagen,quarter_left,110.7,4.36,100-130,factory_normal
V0076-quarter_right,Volkswagen,quarter_right,126.0,4.96,100-130,factory_normal
V0076-bumper_front,Volkswagen,bumper_front,116.4,4.58,100-130,factory_normal
V0076-bumper_rear,Volkswagen,bumper_rear,126.0,4.96,100-130,factory_normal
V0076-door_jamb_left,Volkswagen,door_jamb_left,126.6,4.98,100-130,factory_normal
V0076-door_jamb_right,Volkswagen,door_jamb_right,124.4,4.9,100-130,factory_normal
V0077-hood,Volkswagen,hood,119.2,4.69,100-130,factory_normal
V0077-roof,Volkswagen,roof,112.5,4.43,100-130,factory_normal
V0077-trunk,Volkswagen,trunk,122.3,4.81,100-130,factory_normal
V0077-door_front_left,Volkswagen,door_front_left,111.5,4.39,100-130,factory_normal
V0077-door_front_right,Volkswagen,door_front_right,124.1,4.89,100-130,factory_normal
V0077-door_rear_left,Volkswagen,door_rear_left,121.0,4.76,100-130,factory_normal
V0077-door_rear_right,Volkswagen,door_rear_right,132.3,5.21,100-130,factory_normal
V0077-fender_left,Volkswagen,fender_left,114.8,4.52,100-130,factory_normal
V0077-fender_right,Volkswagen,fender_right,119.8,4.72,100-130,factory_normal
V0077-quarter_left,Volkswagen,quarter_left,129.3,5.09,100-130,factory_normal
V0077-quarter_right,Volkswagen,quarter_right,126.3,4.97,100-130,factory_normal
V0077-bumper_front,Volkswagen,bumper_front,124.0,4.88,100-130,factory_normal
V0077-bumper_rear,Volkswagen,bumper_rear,113.5,4.47,100-130,factory_normal
V0077-door_jamb_left,Volkswagen,door_jamb_left,120.7,4.75,100-130,factory_normal
V0077-door_jamb_right,Volkswagen,door_jamb_right,121.7,4.79,100-130,factory_normal
V0078-hood,Volvo,hood,120.0,4.72,105-135,factory_normal
V0078-roof,Volvo,roof,133.0,5.24,105-135,factory_normal
V0078-trunk,Volvo,trunk,129.9,5.11,105-135,factory_normal
V0078-door_front_left,Volvo,door_front_left,124.5,4.9,105-135,factory_normal
V0078-door_front_right,Volvo,door_front_right,126.7,4.99,105-135,factory_normal
V0078-door_rear_left,Volvo,door_rear_left,120.6,4.75,105-135,factory_normal
V0078-door_rear_right,Volvo,door_rear_right,123.0,4.84,105-135,factory_normal
V0078-fender_left,Volvo,fender_left,125.4,4.94,105-135,factory_normal
V0078-fender_right,Volvo,fender_right,280.9,11.06,105-135,repair_or_filler
V0078-quarter_left,Volvo,quarter_left,124.9,4.92,105-135,factory_normal
V0078-quarter_right,Volvo,quarter_right,265.9,10.47,105-135,repair_or_filler
V0078-bumper_front,Volvo,bumper_front,135.2,5.32,105-135,factory_normal
V0078-bumper_rear,Volvo,bumper_rear,124.9,4.92,105-135,factory_normal
V0078-door_jamb_left,Volvo,door_jamb_left,129.3,5.09,105-135,factory_normal
V0078-door_jamb_right,Volvo,door_jamb_right,126.7,4.99,105-135,factory_normal
V0079-hood,Volvo,hood,103.7,4.08,105-135,factory_normal
V0079-roof,Volvo,roof,113.4,4.46,105-135,factory_normal
V0079-trunk,Volvo,trunk,106.7,4.2,105-135,factory_normal
V0079-door_front_left,Volvo,door_front_left,109.9,4.33,105-135,factory_normal
V0079-door_front_right,Volvo,door_front_right,113.1,4.45,105-135,factory_normal
V0079-door_rear_left,Volvo,door_rear_left,100.7,3.96,105-135,factory_normal
V0079-door_rear_right,Volvo,door_rear_right,113.6,4.47,105-135,factory_normal
V0079-fender_left,Volvo,fender_left,121.9,4.8,105-135,factory_normal
V0079-fender_right,Volvo,fender_right,110.1,4.33,105-135,factory_normal
V0079-quarter_left,Volvo,quarter_left,113.7,4.48,105-135,factory_normal
V0079-quarter_right,Volvo,quarter_right,117.5,4.63,105-135,factory_normal
V0079-bumper_front,Volvo,bumper_front,120.8,4.76,105-135,factory_normal
V0079-bumper_rear,Volvo,bumper_rear,111.6,4.39,105-135,factory_normal
V0079-door_jamb_left,Volvo,door_jamb_left,110.8,4.36,105-135,factory_normal
V0079-door_jamb_right,Volvo,door_jamb_right,195.4,7.69,105-135,respray
V0080-hood,Volvo,hood,100.7,3.96,105-135,factory_normal
V0080-roof,Volvo,roof,104.4,4.11,105-135,factory_normal
V0080-trunk,Volvo,trunk,117.3,4.62,105-135,factory_normal
V0080-door_front_left,Volvo,door_front_left,113.3,4.46,105-135,factory_normal
V0080-door_front_right,Volvo,door_front_right,108.2,4.26,105-135,factory_normal
V0080-door_rear_left,Volvo,door_rear_left,103.0,4.06,105-135,factory_normal
V0080-door_rear_right,Volvo,door_rear_right,105.1,4.14,105-135,factory_normal
V0080-fender_left,Volvo,fender_left,108.1,4.26,105-135,factory_normal
V0080-fender_right,Volvo,fender_right,107.9,4.25,105-135,factory_normal
V0080-quarter_left,Volvo,quarter_left,107.2,4.22,105-135,factory_normal
V0080-quarter_right,Volvo,quarter_right,107.5,4.23,105-135,factory_normal
V0080-bumper_front,Volvo,bumper_front,112.7,4.44,105-135,factory_normal
V0080-bumper_rear,Volvo,bumper_rear,100.3,3.95,105-135,factory_normal
V0080-door_jamb_left,Volvo,door_jamb_left,108.0,4.25,105-135,factory_normal
V0080-door_jamb_right,Volvo,door_jamb_right,106.5,4.19,105-135,factory_normal
V0081-hood,Volvo,hood,114.9,4.52,105-135,factory_normal
V0081-roof,Volvo,roof,105.8,4.17,105-135,factory_normal
V0081-trunk,Volvo,trunk,115.7,4.56,105-135,factory_normal
V0081-door_front_left,Volvo,door_front_left,108.5,4.27,105-135,factory_normal
V0081-door_front_right,Volvo,door_front_right,109.5,4.31,105-135,factory_normal
V0081-door_rear_left,Volvo,door_rear_left,114.0,4.49,105-135,factory_normal
V0081-door_rear_right,Volvo,door_rear_right,109.9,4.33,105-135,factory_normal
V0081-fender_left,Volvo,fender_left,116.9,4.6,105-135,factory_normal
V0081-fender_right,Volvo,fender_right,108.5,4.27,105-135,factory_normal
V0081-quarter_left,Volvo,quarter_left,109.3,4.3,105-135,factory_normal
V0081-quarter_right,Volvo,quarter_right,109.1,4.3,105-135,factory_normal
V0081-bumper_front,Volvo,bumper_front,107.3,4.22,105-135,factory_normal
V0081-bumper_rear,Volvo,bumper_rear,126.6,4.98,105-135,factory_normal
V0081-door_jamb_left,Volvo,door_jamb_left,108.9,4.29,105-135,factory_normal
V0081-door_jamb_right,Volvo,door_jamb_right,110.1,4.33,105-135,factory_normal
V0082-hood,Volvo,hood,120.2,4.73,105-135,factory_normal
V0082-roof,Volvo,roof,120.2,4.73,105-135,factory_normal
V0082-trunk,Volvo,trunk,124.8,4.91,105-135,factory_normal
V0082-door_front_left,Volvo,door_front_left,119.4,4.7,105-135,factory_normal
V0082-door_front_right,Volvo,door_front_right,129.7,5.11,105-135,factory_normal
V0082-door_rear_left,Volvo,door_rear_left,120.9,4.76,105-135,factory_normal
V0082-door_rear_right,Volvo,door_rear_right,139.5,5.49,105-135,factory_normal
V0082-fender_left,Volvo,fender_left,123.2,4.85,105-135,factory_normal
V0082-fender_right,Volvo,fender_right,125.8,4.95,105-135,factory_normal
V0082-quarter_left,Volvo,quarter_left,119.0,4.69,105-135,factory_normal
V0082-quarter_right,Volvo,quarter_right,134.0,5.28,105-135,factory_normal
V0082-bumper_front,Volvo,bumper_front,153.7,6.05,105-135,respray
V0082-bumper_rear,Volvo,bumper_rear,143.1,5.63,105-135,factory_normal
V0082-door_jamb_left,Volvo,door_jamb_left,125.8,4.95,105-135,factory_normal
V0082-door_jamb_right,Volvo,door_jamb_right,118.2,4.65,105-135,factory_normal
V0083-hood,Volvo,hood,136.1,5.36,105-135,factory_normal
V0083-roof,Volvo,roof,138.7,5.46,105-135,factory_normal
V0083-trunk,Volvo,trunk,262.4,10.33,105-135,repair_or_filler
V0083-door_front_left,Volvo,door_front_left,124.7,4.91,105-135,factory_normal
V0083-door_front_right,Volvo,door_front_right,134.2,5.28,105-135,factory_normal
V0083-door_rear_left,Volvo,door_rear_left,137.7,5.42,105-135,factory_normal
V0083-door_rear_right,Volvo,door_rear_right,124.4,4.9,105-135,factory_normal
V0083-fender_left,Volvo,fender_left,132.6,5.22,105-135,factory_normal
V0083-fender_right,Volvo,fender_right,235.2,9.26,105-135,respray
V0083-quarter_left,Volvo,quarter_left,131.1,5.16,105-135,factory_normal
V0083-quarter_right,Volvo,quarter_right,123.4,4.86,105-135,factory_normal
V0083-bumper_front,Volvo,bumper_front,139.9,5.51,105-135,factory_normal
V0083-bumper_rear,Volvo,bumper_rear,119.8,4.72,105-135,factory_normal
V0083-door_jamb_left,Volvo,door_jamb_left,134.1,5.28,105-135,factory_normal
V0083-door_jamb_right,Volvo,door_jamb_right,132.6,5.22,105-135,factory_normal
V0084-hood,Volvo,hood,132.5,5.22,105-135,factory_normal
V0084-roof,Volvo,roof,117.9,4.64,105-135,factory_normal
V0084-trunk,Volvo,trunk,117.8,4.64,105-135,factory_normal
V0084-door_front_left,Volvo,door_front_left,129.1,5.08,105-135,factory_normal
V0084-door_front_right,Volvo,door_front_right,127.6,5.02,105-135,factory_normal
V0084-door_rear_left,Volvo,door_rear_left,128.5,5.06,105-135,factory_normal
V0084-door_rear_right,Volvo,door_rear_right,125.4,4.94,105-135,factory_normal
V0084-fender_left,Volvo,fender_left,131.0,5.16,105-135,factory_normal
V0084-fender_right,Volvo,fender_right,132.3,5.21,105-135,factory_normal
V0084-quarter_left,Volvo,quarter_left,130.1,5.12,105-135,factory_normal
V0084-quarter_right,Volvo,quarter_right,126.4,4.98,105-135,factory_normal
V0084-bumper_front,Volvo,bumper_front,131.9,5.19,105-135,factory_normal
V0084-bumper_rear,Volvo,bumper_rear,148.1,5.83,105-135,factory_normal
V0084-door_jamb_left,Volvo,door_jamb_left,132.4,5.21,105-135,factory_normal
V0084-door_jamb_right,Volvo,door_jamb_right,125.1,4.93,105-135,factory_normal
V0085-hood,Volvo,hood,135.9,5.35,105-135,factory_normal
V0085-roof,Volvo,roof,132.5,5.22,105-135,factory_normal
V0085-trunk,Volvo,trunk,126.6,4.98,105-135,factory_normal
V0085-door_front_left,Volvo,door_front_left,134.3,5.29,105-135,factory_normal
V0085-door_front_right,Volvo,door_front_right,135.1,5.32,105-135,factory_normal
V0085-door_rear_left,Volvo,door_rear_left,132.6,5.22,105-135,factory_normal
V0085-door_rear_right,Volvo,door_rear_right,133.3,5.25,105-135,factory_normal
V0085-fender_left,Volvo,fender_left,130.9,5.15,105-135,factory_normal
V0085-fender_right,Volvo,fender_right,139.6,5.5,105-135,factory_normal
V0085-quarter_left,Volvo,quarter_left,127.7,5.03,105-135,factory_normal
V0085-quarter_right,Volvo,quarter_right,129.2,5.09,105-135,factory_normal
V0085-bumper_front,Volvo,bumper_front,140.6,5.54,105-135,factory_normal
V0085-bumper_rear,Volvo,bumper_rear,133.4,5.25,105-135,factory_normal
V0085-door_jamb_left,Volvo,door_jamb_left,131.0,5.16,105-135,factory_normal
V0085-door_jamb_right,Volvo,door_jamb_right,134.2,5.28,105-135,factory_normal
V0086-hood,Land Rover,hood,126.5,4.98,105-140,factory_normal
V0086-roof,Land Rover,roof,131.3,5.17,105-140,factory_normal
V0086-trunk,Land Rover,trunk,130.3,5.13,105-140,factory_normal
